director_name,actor_1_name,actor_2_name,language,country,genres,movie_title,combined,Combined1
Jean-Jacques Annaud,David Gant,Jean-Claude Dreyfus,English,France,Adventure Drama Family,two brothers,Jean-Jacques Annaud David Gant Jean-Claude Dreyfus Adventure Drama Family two brothers,two brothers English Adventure Drama Family
M. Night Shyamalan,Bryce Dallas Howard,Judy Greer,English,USA,Drama Mystery Romance Thriller,the village,M. Night Shyamalan Bryce Dallas Howard Judy Greer Drama Mystery Romance Thriller the village,the village English Drama Mystery Romance Thriller
Betty Thomas,Oliver Platt,Raven-Symoné,English,USA,Comedy Family Fantasy,doctor dolittle,Betty Thomas Oliver Platt Raven-Symoné Comedy Family Fantasy doctor dolittle,doctor dolittle English Comedy Family Fantasy
M. Night Shyamalan,Rory Culkin,Merritt Wever,English,USA,Drama Sci-Fi Thriller,signs,M. Night Shyamalan Rory Culkin Merritt Wever Drama Sci-Fi Thriller signs,signs English Drama Sci-Fi Thriller
Andrew Adamson,Rupert Everett,Jennifer Saunders,English,USA,Adventure Animation Comedy Family Fantasy Romance,shrek 2,Andrew Adamson Rupert Everett Jennifer Saunders Adventure Animation Comedy Family Fantasy Romance shrek 2,shrek 2 English Adventure Animation Comedy Family Fantasy Romance
John Lasseter,John Ratzenberger,Cheech Marin,English,USA,Adventure Animation Comedy Family Sport,cars,John Lasseter John Ratzenberger Cheech Marin Adventure Animation Comedy Family Sport cars,cars English Adventure Animation Comedy Family Sport
Garry Marshall,Julia Roberts,Christopher Meloni,English,USA,Comedy Romance,runaway bride,Garry Marshall Julia Roberts Christopher Meloni Comedy Romance runaway bride,runaway bride English Comedy Romance
Rob Cohen,Vin Diesel,Eve,English,USA,Action Adventure Thriller,xxx,Rob Cohen Vin Diesel Eve Action Adventure Thriller xxx,xxx English Action Adventure Thriller
Paul Tibbitt,Tim Conway,Billy West,English,USA,Adventure Animation Comedy Family Fantasy,the spongebob movie: sponge out of water,Paul Tibbitt Tim Conway Billy West Adventure Animation Comedy Family Fantasy the spongebob movie: sponge out of water,the spongebob movie: sponge out of water English Adventure Animation Comedy Family Fantasy
Ron Howard,Lili Taylor,Delroy Lindo,English,USA,Crime Thriller,ransom,Ron Howard Lili Taylor Delroy Lindo Crime Thriller ransom,ransom English Crime Thriller
Quentin Tarantino,Michael Fassbender,Brad Pitt,English,USA,Adventure Drama War,inglourious basterds,Quentin Tarantino Michael Fassbender Brad Pitt Adventure Drama War inglourious basterds,inglourious basterds English Adventure Drama War
Steven Spielberg,Robin Williams,Julia Roberts,English,USA,Adventure Comedy Family Fantasy,hook,Steven Spielberg Robin Williams Julia Roberts Adventure Comedy Family Fantasy hook,hook English Adventure Comedy Family Fantasy
Brett Ratner,Dwayne Johnson,Rufus Sewell,English,USA,Action Adventure,hercules,Brett Ratner Dwayne Johnson Rufus Sewell Action Adventure hercules,hercules English Action Adventure
Renny Harlin,Bruce Willis,John Amos,English,USA,Action Thriller,die hard 2,Renny Harlin Bruce Willis John Amos Action Thriller die hard 2,die hard 2 English Action Thriller
Clark Johnson,Jeremy Renner,Josh Charles,English,USA,Action Adventure Crime Thriller,s.w.a.t.,Clark Johnson Jeremy Renner Josh Charles Action Adventure Crime Thriller s.w.a.t.,s.w.a.t. English Action Adventure Crime Thriller
unknown,Nicole Beharie,Katia Winter,English,USA,Adventure Drama Fantasy Mystery Thriller,sleepy hollow            ,unknown Nicole Beharie Katia Winter Adventure Drama Fantasy Mystery Thriller sleepy hollow            ,sleepy hollow             English Adventure Drama Fantasy Mystery Thriller
Cameron Crowe,Tom Cruise,Ivana Milicevic,English,USA,Fantasy Mystery Romance Sci-Fi Thriller,vanilla sky,Cameron Crowe Tom Cruise Ivana Milicevic Fantasy Mystery Romance Sci-Fi Thriller vanilla sky,vanilla sky English Fantasy Mystery Romance Sci-Fi Thriller
M. Night Shyamalan,Bryce Dallas Howard,Freddy Rodríguez,English,USA,Drama Fantasy Mystery Thriller,lady in the water,M. Night Shyamalan Bryce Dallas Howard Freddy Rodríguez Drama Fantasy Mystery Thriller lady in the water,lady in the water English Drama Fantasy Mystery Thriller
Paul W.S. Anderson,Sanaa Lathan,Colin Salmon,English,USA,Action Horror Sci-Fi Thriller,avp: alien vs. predator,Paul W.S. Anderson Sanaa Lathan Colin Salmon Action Horror Sci-Fi Thriller avp: alien vs. predator,avp: alien vs. predator English Action Horror Sci-Fi Thriller
Betty Thomas,Amy Poehler,Bridgit Mendler,English,USA,Animation Comedy Family Fantasy Music,alvin and the chipmunks: the squeakquel,Betty Thomas Amy Poehler Bridgit Mendler Animation Comedy Family Fantasy Music alvin and the chipmunks: the squeakquel,alvin and the chipmunks: the squeakquel English Animation Comedy Family Fantasy Music
Randall Wallace,Jon Hamm,Marc Blucas,English,USA,Action Drama History War,we were soldiers,Randall Wallace Jon Hamm Marc Blucas Action Drama History War we were soldiers,we were soldiers English Action Drama History War
Antoine Fuqua,Gerard Butler,Morgan Freeman,English,USA,Action Thriller,olympus has fallen,Antoine Fuqua Gerard Butler Morgan Freeman Action Thriller olympus has fallen,olympus has fallen English Action Thriller
Jonathan Frakes,LeVar Burton,Jonathan Frakes,English,USA,Action Adventure Sci-Fi Thriller,star trek: insurrection,Jonathan Frakes LeVar Burton Jonathan Frakes Action Adventure Sci-Fi Thriller star trek: insurrection,star trek: insurrection English Action Adventure Sci-Fi Thriller
Jonathan Liebesman,Noel Fisher,Jim Parrack,English,USA,Action Sci-Fi,battle los angeles,Jonathan Liebesman Noel Fisher Jim Parrack Action Sci-Fi battle los angeles,battle los angeles English Action Sci-Fi
Tim Burton,Steve Buscemi,Alison Lohman,English,USA,Adventure Drama Fantasy,big fish,Tim Burton Steve Buscemi Alison Lohman Adventure Drama Fantasy big fish,big fish English Adventure Drama Fantasy
Mike Nichols,David Hyde Pierce,Peter Gerety,English,USA,Drama Horror Romance Thriller,wolf,Mike Nichols David Hyde Pierce Peter Gerety Drama Horror Romance Thriller wolf,wolf English Drama Horror Romance Thriller
Steven Spielberg,Jeremy Irvine,Benedict Cumberbatch,English,USA,Drama War,war horse,Steven Spielberg Jeremy Irvine Benedict Cumberbatch Drama War war horse,war horse English Drama War
George Clooney,Bill Murray,Matt Damon,English,USA,Drama War,the monuments men,George Clooney Bill Murray Matt Damon Drama War the monuments men,the monuments men English Drama War
James Cameron,Michael Biehn,Todd Graff,English,USA,Adventure Drama Sci-Fi Thriller,the abyss,James Cameron Michael Biehn Todd Graff Adventure Drama Sci-Fi Thriller the abyss,the abyss English Adventure Drama Sci-Fi Thriller
Oliver Stone,Frank Langella,Austin Pendleton,English,USA,Drama,wall street: money never sleeps,Oliver Stone Frank Langella Austin Pendleton Drama wall street: money never sleeps,wall street: money never sleeps English Drama
Gary Shore,Dominic Cooper,Sarah Gadon,English,USA,Action Drama Fantasy Horror War,dracula untold,Gary Shore Dominic Cooper Sarah Gadon Action Drama Fantasy Horror War dracula untold,dracula untold English Action Drama Fantasy Horror War
Edward Zwick,Denzel Washington,Bruce Willis,English,USA,Action Thriller,the siege,Edward Zwick Denzel Washington Bruce Willis Action Thriller the siege,the siege English Action Thriller
Jean-Jacques Annaud,Brad Pitt,Mako,English,USA,Adventure Biography Drama History War,seven years in tibet,Jean-Jacques Annaud Brad Pitt Mako Adventure Biography Drama History War seven years in tibet,seven years in tibet English Adventure Biography Drama History War
Ron Howard,Channing Tatum,Clint Howard,English,USA,Comedy Drama,the dilemma,Ron Howard Channing Tatum Clint Howard Comedy Drama the dilemma,the dilemma English Comedy Drama
Joel Schumacher,Anthony Hopkins,Brooke Smith,English,USA,Action Adventure Comedy Thriller,bad company,Joel Schumacher Anthony Hopkins Brooke Smith Action Adventure Comedy Thriller bad company,bad company English Action Adventure Comedy Thriller
Andrzej Bartkowiak,Dwayne Johnson,Ben Daniels,English,UK,Action Adventure Horror Sci-Fi,doom,Andrzej Bartkowiak Dwayne Johnson Ben Daniels Action Adventure Horror Sci-Fi doom,doom English Action Adventure Horror Sci-Fi
Betty Thomas,Gary Cole,Phill Lewis,English,USA,Action Adventure Comedy Thriller,i spy,Betty Thomas Gary Cole Phill Lewis Action Adventure Comedy Thriller i spy,i spy English Action Adventure Comedy Thriller
Måns Mårlind,Theo James,Stephen Rea,English,USA,Action Fantasy Horror,underworld: awakening,Måns Mårlind Theo James Stephen Rea Action Fantasy Horror underworld: awakening,underworld: awakening English Action Fantasy Horror
Adam Shankman,James Martin Kelly,Shane Hartline,English,USA,Comedy Drama Musical Romance,rock of ages,Adam Shankman James Martin Kelly Shane Hartline Comedy Drama Musical Romance rock of ages,rock of ages English Comedy Drama Musical Romance
Gregory Hoblit,Bruce Willis,Cole Hauser,English,USA,Drama War,hart's war,Gregory Hoblit Bruce Willis Cole Hauser Drama War hart's war,hart's war English Drama War
Gary McKendry,Jason Statham,Robert De Niro,English,UK,Action Crime Thriller,killer elite,Gary McKendry Jason Statham Robert De Niro Action Crime Thriller killer elite,killer elite English Action Crime Thriller
John McTiernan,LL Cool J,Chris Klein,English,USA,Action Sci-Fi Sport,rollerball,John McTiernan LL Cool J Chris Klein Action Sci-Fi Sport rollerball,rollerball English Action Sci-Fi Sport
Wych Kaosayananda,Talisa Soto,Sandrine Holt,English,USA,Action Crime Sci-Fi Thriller,ballistic: ecks vs. sever,Wych Kaosayananda Talisa Soto Sandrine Holt Action Crime Sci-Fi Thriller ballistic: ecks vs. sever,ballistic: ecks vs. sever English Action Crime Sci-Fi Thriller
Mikael Salomon,Morgan Freeman,Minnie Driver,English,USA,Action Crime Drama Thriller,hard rain,Mikael Salomon Morgan Freeman Minnie Driver Action Crime Drama Thriller hard rain,hard rain English Action Crime Drama Thriller
Bobby Farrelly,Ron Howard,Brandy Norwood,English,USA,Action Adventure Animation Comedy Crime Family Fantasy,osmosis jones,Bobby Farrelly Ron Howard Brandy Norwood Action Adventure Animation Comedy Crime Family Fantasy osmosis jones,osmosis jones English Action Adventure Animation Comedy Crime Family Fantasy
Will Finn,Lea Michele,Oliver Platt,English,USA,Adventure Animation Family Fantasy Musical,legends of oz: dorothy's return,Will Finn Lea Michele Oliver Platt Adventure Animation Family Fantasy Musical legends of oz: dorothy's return,legends of oz: dorothy's return English Adventure Animation Family Fantasy Musical
Michael Mann,Chris Hemsworth,Archie Kao,English,USA,Action Crime Drama Mystery Thriller,blackhat,Michael Mann Chris Hemsworth Archie Kao Action Crime Drama Mystery Thriller blackhat,blackhat English Action Crime Drama Mystery Thriller
Kerry Conran,Angelina Jolie Pitt,Laurence Olivier,English,USA,Action Adventure Mystery Sci-Fi Thriller,sky captain and the world of tomorrow,Kerry Conran Angelina Jolie Pitt Laurence Olivier Action Adventure Mystery Sci-Fi Thriller sky captain and the world of tomorrow,sky captain and the world of tomorrow English Action Adventure Mystery Sci-Fi Thriller
Michael Caton-Jones,Charlotte Rampling,Indira Varma,English,UK,Crime Mystery Thriller,basic instinct 2,Michael Caton-Jones Charlotte Rampling Indira Varma Crime Mystery Thriller basic instinct 2,basic instinct 2 English Crime Mystery Thriller
Mikael Håfström,Sylvester Stallone,50 Cent,English,USA,Action Crime Mystery Sci-Fi Thriller,escape plan,Mikael Håfström Sylvester Stallone 50 Cent Action Crime Mystery Sci-Fi Thriller escape plan,escape plan English Action Crime Mystery Sci-Fi Thriller
Renny Harlin,Roxanne McKee,Luke Newberry,English,USA,Action Adventure Fantasy,the legend of hercules,Renny Harlin Roxanne McKee Luke Newberry Action Adventure Fantasy the legend of hercules,the legend of hercules English Action Adventure Fantasy
Phil Alden Robinson,Morgan Freeman,Bruce McGill,English,USA,Action Drama Thriller,the sum of all fears,Phil Alden Robinson Morgan Freeman Bruce McGill Action Drama Thriller the sum of all fears,the sum of all fears English Action Drama Thriller
David Slade,Robert Pattinson,Kristen Stewart,English,USA,Adventure Drama Fantasy Romance,the twilight saga: eclipse,David Slade Robert Pattinson Kristen Stewart Adventure Drama Fantasy Romance the twilight saga: eclipse,the twilight saga: eclipse English Adventure Drama Fantasy Romance
Frank Oz,Robert De Niro,Marlon Brando,English,USA,Crime Drama Thriller,the score,Frank Oz Robert De Niro Marlon Brando Crime Drama Thriller the score,the score English Crime Drama Thriller
Pierre Coffin,Steve Carell,Miranda Cosgrove,English,USA,Animation Comedy Family,despicable me,Pierre Coffin Steve Carell Miranda Cosgrove Animation Comedy Family despicable me,despicable me English Animation Comedy Family
Joseph Ruben,Vincent Pastore,Robert Blake,English,USA,Action Comedy Crime Drama Thriller,money train,Joseph Ruben Vincent Pastore Robert Blake Action Comedy Crime Drama Thriller money train,money train English Action Comedy Crime Drama Thriller
Seth MacFarlane,Liam Neeson,Morgan Freeman,English,USA,Comedy,ted 2,Seth MacFarlane Liam Neeson Morgan Freeman Comedy ted 2,ted 2 English Comedy
Alejandro Amenábar,Max Minghella,Ashraf Barhom,English,Spain,Adventure Drama History Romance,agora,Alejandro Amenábar Max Minghella Ashraf Barhom Adventure Drama History Romance agora,agora English Adventure Drama History Romance
Kinka Usher,Janeane Garofalo,Wes Studi,English,USA,Action Comedy Fantasy Sci-Fi,mystery men,Kinka Usher Janeane Garofalo Wes Studi Action Comedy Fantasy Sci-Fi mystery men,mystery men English Action Comedy Fantasy Sci-Fi
Bobby Farrelly,Jenna Fischer,Larry Joe Campbell,English,USA,Comedy Romance,hall pass,Bobby Farrelly Jenna Fischer Larry Joe Campbell Comedy Romance hall pass,hall pass English Comedy Romance
Michael Mann,Al Pacino,Rip Torn,English,USA,Biography Drama Thriller,the insider,Michael Mann Al Pacino Rip Torn Biography Drama Thriller the insider,the insider English Biography Drama Thriller
Craig Gillespie,Michael Raymond-James,Abraham Benrubi,English,USA,Action Drama History Thriller,the finest hours,Craig Gillespie Michael Raymond-James Abraham Benrubi Action Drama History Thriller the finest hours,the finest hours English Action Drama History Thriller
Ridley Scott,Leonardo DiCaprio,Simon McBurney,English,USA,Action Drama Thriller,body of lies,Ridley Scott Leonardo DiCaprio Simon McBurney Action Drama Thriller body of lies,body of lies English Action Drama Thriller
Jay Roach,Steve Carell,Stephanie Szostak,English,USA,Comedy,dinner for schmucks,Jay Roach Steve Carell Stephanie Szostak Comedy dinner for schmucks,dinner for schmucks English Comedy
Timur Bekmambetov,Rufus Sewell,Dominic Cooper,English,USA,Action Fantasy Horror,abraham lincoln: vampire hunter,Timur Bekmambetov Rufus Sewell Dominic Cooper Action Fantasy Horror abraham lincoln: vampire hunter,abraham lincoln: vampire hunter English Action Fantasy Horror
Jon Amiel,Will Patton,Kevin McNally,English,USA,Action Crime Romance Thriller,entrapment,Jon Amiel Will Patton Kevin McNally Action Crime Romance Thriller entrapment,entrapment English Action Crime Romance Thriller
unknown,Hector Elizondo,Kaitlyn Dever,English,USA,Comedy,last man standing            ,unknown Hector Elizondo Kaitlyn Dever Comedy last man standing            ,last man standing             English Comedy
Rob Bowman,Martin Landau,Mitch Pileggi,English,USA,Drama Mystery Sci-Fi Thriller,the x files,Rob Bowman Martin Landau Mitch Pileggi Drama Mystery Sci-Fi Thriller the x files,the x files English Drama Mystery Sci-Fi Thriller
Doug Lefler,Colin Firth,Nonso Anozie,English,UK,Action Adventure Fantasy War,the last legion,Doug Lefler Colin Firth Nonso Anozie Action Adventure Fantasy War the last legion,the last legion English Action Adventure Fantasy War
Steven Spielberg,Tom Hanks,Vin Diesel,English,USA,Action Drama War,saving private ryan,Steven Spielberg Tom Hanks Vin Diesel Action Drama War saving private ryan,saving private ryan English Action Drama War
Scott Waugh,Rami Malek,Dominic Cooper,English,USA,Action Crime Drama Thriller,need for speed,Scott Waugh Rami Malek Dominic Cooper Action Crime Drama Thriller need for speed,need for speed English Action Crime Drama Thriller
Nancy Meyers,Judy Greer,Lisa Edelstein,English,USA,Comedy Fantasy Romance,what women want,Nancy Meyers Judy Greer Lisa Edelstein Comedy Fantasy Romance what women want,what women want English Comedy Fantasy Romance
Chris Wedge,Goran Visnjic,Stephen Root,English,USA,Adventure Animation Comedy Family,ice age,Chris Wedge Goran Visnjic Stephen Root Adventure Animation Comedy Family ice age,ice age English Adventure Animation Comedy Family
Lawrence Kasdan,Morgan Freeman,Michael O'Neill,English,USA,Drama Horror Sci-Fi Thriller,dreamcatcher,Lawrence Kasdan Morgan Freeman Michael O'Neill Drama Horror Sci-Fi Thriller dreamcatcher,dreamcatcher English Drama Horror Sci-Fi Thriller
Steven Spielberg,Joseph Gordon-Levitt,Hal Holbrook,English,USA,Biography Drama History War,lincoln,Steven Spielberg Joseph Gordon-Levitt Hal Holbrook Biography Drama History War lincoln,lincoln English Biography Drama History War
Lana Wachowski,Keanu Reeves,Marcus Chong,English,USA,Action Sci-Fi,the matrix,Lana Wachowski Keanu Reeves Marcus Chong Action Sci-Fi the matrix,the matrix English Action Sci-Fi
Ron Howard,Tom Hanks,Miko Hughes,English,USA,Adventure Drama History,apollo 13,Ron Howard Tom Hanks Miko Hughes Adventure Drama History apollo 13,apollo 13 English Adventure Drama History
